danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood 
0.507,0.72,9,-5.913,0,0.0401,0.425,0.113,0.104,0.208,150.12,195600,4,1
0.506,0.813,1,-4.887,1,0.222,0.0256,0,0.309,0.328,150.014,200600,4,1
0.529,0.891,7,-3.926,1,0.086,0.0119,5.56e-05,0.197,0.384,149.975,190800,4,1
0.451,0.887,5,-3.907,0,0.0698,0.0038,0.0858,0.0153,0.21,150.017,263130,4,1
0.516,0.967,1,-3.86,1,0.106,0.00701,3.31e-05,0.328,0.215,150.006,237800,4,1
0.487,0.84,5,-5.644,0,0.0406,0.0158,6.57e-05,0.181,0.267,150.094,206417,3,1
0.367,0.815,1,-4.922,1,0.105,0.0651,0.0178,0.107,0.335,149.557,197245,4,1
0.492,0.922,10,-2.284,1,0.342,0.111,0,0.306,0.357,149.707,159833,4,1
0.411,0.953,8,-5.102,1,0.0762,0.00581,0.0699,0.349,0.118,150.083,198400,4,1
0.542,0.965,8,-3.591,0,0.244,0.0408,0,0.737,0.0872,150.083,269600,4,1
0.628,0.889,5,-3.198,1,0.142,0.0338,0.000804,0.136,0.2,149.957,173005,4,1
0.627,0.89,10,-3.303,0,0.245,0.0056,1.7e-06,0.323,0.121,150.13,170400,4,1
0.512,0.92,9,-4.073,0,0.0584,0.00409,2.14e-05,0.333,0.233,149.851,245600,4,1
0.491,0.948,6,-3.565,1,0.0828,0.00679,0.000157,0.126,0.322,149.92,284800,4,1
0.538,0.903,9,-4.871,0,0.052,0.0038,0.116,0.0646,0.202,149.998,196862,4,1
0.478,0.869,8,-5.515,1,0.0468,0.00132,0.0782,0.262,0.254,150.021,164000,4,1
0.406,0.871,11,-5.307,0,0.043,0.0117,0.0348,0.508,0.303,150.041,153721,4,1
0.535,0.821,0,-4.01,1,0.053,0.0197,0.000202,0.19,0.342,150.045,175496,4,1
0.359,0.87,3,-4.898,1,0.0582,0.0187,2.05e-06,0.298,0.219,150.095,200000,4,1
0.284,0.956,2,-3.099,0,0.0666,0.117,0.31,0.39,0.226,112.514,256800,3,1
0.495,0.868,10,-4.528,0,0.15,0.00359,0.000659,0.381,0.213,149.876,200400,4,1
0.473,0.872,3,-5.08,1,0.0549,0.0174,0.0403,0.909,0.337,149.992,170321,4,1
0.676,0.851,4,-9.179,0,0.05,5.6e-05,0.933,0.0893,0.556,125.876,217000,4,1
0.822,0.879,0,-10.105,1,0.0942,0.185,0.314,0.129,0.332,135.65,371493,4,1
0.687,0.474,7,-7.554,0,0.0601,2.88e-05,0.435,0.0796,0.56,129.961,288053,4,1
0.682,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.867,219947,4,1
0.617,0.728,7,-7.932,1,0.0292,0.0328,0.0482,0.36,0.808,139.066,238760,4,1
0.774,0.7,0,-9.332,1,0.0375,0.000711,0.196,0.0719,0.22,119.98,581227,4,1
0.538,0.633,8,-10.087,1,0.03,0.000335,0.196,0.182,0.293,128.97,292000,4,1
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.475,224693,4,1
0.8,0.65,0,-9.145,1,0.0587,0.000962,0.82,0.231,0.096,125.001,326840,4,1
0.789,0.878,10,-4.704,1,0.0336,0.000475,0.226,0.0874,0.812,128.699,358520,4,1
0.64,0.939,4,-6.844,1,0.0463,0.000985,0.483,0.0867,0.311,126.036,211533,4,1
0.585,0.738,7,-8.03,1,0.0349,0.0243,0,0.162,0.25,129.974,207813,4,1
0.798,0.675,4,-10.458,0,0.0557,0.0123,0.901,0.0927,0.871,129.997,438013,4,1
0.702,0.783,0,-7.307,1,0.0775,0.00282,0.00794,0.296,0.666,127.031,211267,4,1
0.556,0.944,1,-5.556,0,0.0296,0.00154,0.0295,0.209,0.341,128.012,253933,4,1
0.787,0.767,0,-2.339,0,0.0475,0.000707,0.0709,0.131,0.777,129.073,153360,4,1
0.751,0.92,8,-2.904,0,0.0826,0.0498,1.77e-05,0.0875,0.668,126.99,200753,4,1
0.718,0.757,2,-11.869,1,0.0327,0.00925,0.104,0.0851,0.646,123.473,249533,4,1
0.596,0.809,6,-7.95,1,0.0411,0.000914,0.139,0.163,0.468,127.975,251707,4,1
0.498,0.862,7,-6.02,0,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294,4,1
0.801,0.985,7,-2.69,1,0.0647,0.0205,6.86e-06,0.297,0.72,127.99,166933,4,1
0.701,0.866,2,-4.225,0,0.0489,0.559,0.0503,0.0928,0.617,128.994,213306,4,1
0.604,0.788,5,-6.248,0,0.0639,0.171,0.0689,0.132,0.801,128.085,211880,4,1
0.736,0.812,1,-8.153,1,0.244,0.0118,0.88,0.638,0.379,127.945,306000,4,1
0.51,0.831,7,-4.514,0,0.0606,0.0435,3.14e-06,0.346,0.376,128.025,185625,4,1
0.788,0.682,4,-7.826,0,0.0694,0.0146,0.00022,0.0757,0.675,127.96,201413,4,1
0.531,0.823,10,-7.757,0,0.0487,0.00202,0.001,0.353,0.345,128.058,161827,4,1
0.607,0.749,4,-4.66,0,0.0616,2.89e-05,0.0135,0.104,0.675,127.998,401373,4,1
0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.064,163247,4,1
0.604,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.835,125.99,157432,4,1
0.447,0.945,7,-2.306,0,0.0665,0.00919,9.11e-06,0.114,0.142,128.007,191582,4,1
0.898,0.593,9,-6.211,0,0.0615,0.00616,0.904,0.276,0.419,127.013,187402,4,1
0.588,0.962,0,-4.333,1,0.0444,0.00324,0.0169,0.122,0.0874,127.984,202053,4,1
0.604,0.939,10,-7.49,0,0.0544,0.0102,0.697,0.0723,0.204,139.975,443427,4,1
0.707,0.475,9,-7.668,1,0.0351,0.0102,0.0101,0.172,0.335,125.024,220640,4,1
0.613,0.909,6,-4.322,1,0.0993,0.00191,0.132,0.0841,0.364,128.001,206250,4,1
0.811,0.658,9,-12.738,1,0.0641,0.000198,0.927,0.133,0.397,124.957,384984,4,1
0.49,0.955,5,-3.23,0,0.371,0.00111,0.063,0.0375,0.368,127.963,171280,4,1
0.675,0.855,7,-7.174,1,0.0609,2.8e-05,0.769,0.0421,0.166,126.001,447827,4,1
0.713,0.816,10,-4.416,1,0.0795,0.21,0,0.197,0.624,129.833,182013,4,1
0.649,0.966,4,-7.179,0,0.0731,0.0542,0.00249,0.461,0.257,129.969,171431,4,1
0.656,0.914,8,-5.443,0,0.061,0.0346,0.382,0.441,0.133,127.97,264373,4,1
0.802,0.725,11,-3.392,1,0.102,0.165,0.0984,0.0782,0.347,129.984,285413,4,1
0.83,0.676,0,-9.153,0,0.069,0.000457,0.935,0.283,0.602,128.042,187500,4,1
0.748,0.845,5,-4.612,0,0.0536,0.00083,0.000225,0.068,0.659,123.925,207067,4,1
0.698,0.897,0,-7.583,1,0.0608,0.0111,0.396,0.671,0.387,126.014,205920,4,1
0.629,0.742,4,-4.774,0,0.115,0.0854,0,0.0966,0.252,108.033,189440,4,1
0.664,0.883,10,-3.406,0,0.0353,0.00151,0.0926,0.072,0.381,127.962,252080,4,1
0.767,0.862,6,-3.157,1,0.0799,0.448,0,0.0806,0.767,125.997,201240,4,1
0.684,0.816,10,-5.211,0,0.0322,0.0181,0,0.0222,0.702,121.993,196215,4,1
0.741,0.796,1,-6.029,0,0.0575,0.00379,0.00935,0.54,0.461,115.971,246055,4,1
0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201122,4,1
0.665,0.787,5,-5.73,1,0.151,0.308,0,0.219,0.699,167.349,212147,4,1
0.725,0.834,5,-3.913,0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022,4,1
0.722,0.787,0,-4.013,1,0.0734,0.0785,6.46e-06,0.124,0.852,92.022,210286,4,1
0.541,0.856,0,-3.966,0,0.0997,0.11,0,0.276,0.258,153.066,274600,4,1
0.673,0.637,5,-4.518,1,0.0429,0.137,0,0.184,0.678,123.98,201160,4,1
0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,222187,4,1
0.666,0.723,1,-6.164,1,0.268,0.0109,0.00047,0.0507,0.739,192.024,210893,4,1
0.695,0.672,1,-6.109,0,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,235827,4,1
0.568,0.863,7,-4.093,1,0.304,0.0405,5.97e-06,0.211,0.438,173.007,242283,4,1
0.755,0.722,7,-6.097,1,0.038,0.00584,0.00104,0.0746,0.133,115.03,233726,4,1
0.544,0.728,6,-5.358,0,0.05,0.00264,0.00959,0.427,0.281,174.983,292587,4,1
0.645,0.932,4,-3.129,0,0.164,0.0145,0,0.246,0.451,100.036,188704,4,1
0.728,0.974,4,-2.261,0,0.0665,0.103,0.000532,0.175,0.965,79.526,235213,4,1
0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,242013,4,1
0.642,0.881,11,-3.537,1,0.0393,0.209,0,0.21,0.913,138.03,222045,4,1
0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,4,1
0.611,0.819,2,-6.804,1,0.0499,0.00506,0,0.259,0.955,82.923,187493,4,1
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4,1
0.617,0.717,10,-7.858,0,0.153,0.00564,0,0.408,0.49,103.992,311867,4,1
0.516,0.908,8,-3.312,1,0.0372,0.000502,1.62e-05,0.198,0.23,87.508,189667,4,1
0.728,0.892,4,-5.172,1,0.126,0.0144,0,0.469,0.826,117.976,236440,4,1
0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4,1
0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023,184880,4,1
0.578,0.883,10,-6.423,1,0.0298,0.0259,0.0706,0.118,0.255,122.987,214483,4,1
0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,4,1
0.671,0.834,1,-3.928,0,0.0885,0.0387,0,0.454,0.454,113.021,190921,4,1
0.515,0.847,5,-2.951,1,0.039,0.00369,6.66e-05,0.293,0.645,168.104,217547,4,1
0.642,0.733,5,-5.001,0,0.0343,0.0274,0,0.266,0.519,123.075,203000,4,1
0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454,4,1
0.782,0.6,7,-6.532,1,0.0416,0.0162,1.81e-06,0.108,0.612,120.05,193400,4,1
0.642,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.431,122.977,227344,4,1
0.682,0.714,9,-6.306,1,0.0399,0.074,0,0.278,0.581,127.443,214148,4,1
0.576,0.782,6,-4.825,0,0.0296,0.00778,0,0.285,0.355,141.153,224031,4,1
0.626,0.826,3,-4.734,0,0.0286,0.0322,0,0.065,0.788,107.073,193680,4,1
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4,1
0.674,0.653,0,-3.992,1,0.0324,0.0339,0,0.143,0.478,112.011,189842,4,1
0.611,0.644,6,-7.607,0,0.0553,0.124,0,0.124,0.13,105.969,221904,4,1
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4,1
0.747,0.867,2,-3.561,1,0.0392,0.00894,0.00267,0.063,0.791,124.013,172447,4,1
0.506,0.762,8,-7.49,0,0.0762,0.00175,1.83e-05,0.428,0.768,122.506,208155,4,1
0.666,0.903,0,-2.181,0,0.0436,0.325,0.000202,0.178,0.498,119.984,217013,4,1
0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,247960,4,1
0.78,0.726,6,-6.486,1,0.0612,0.0377,0.00337,0.133,0.623,122.007,151230,4,1
0.671,0.924,10,-3.239,1,0.0529,0.196,0.000214,0.12,0.17,97.012,161145,4,1
0.681,0.93,5,-2.334,0,0.0612,0.14,0,0.092,0.545,115.937,188172,4,1
0.679,0.825,7,-3.702,1,0.048,0.0789,0,0.325,0.819,102.006,190893,4,1
0.746,0.846,9,-2.432,1,0.048,0.0485,0,0.195,0.403,114.955,174933,4,1
0.757,0.802,6,-4.826,1,0.0604,0.182,0.00126,0.107,0.567,106.031,176613,4,1
0.789,0.784,2,-5.736,0,0.0372,0.117,0.000307,0.26,0.774,117.996,174993,4,1
0.693,0.76,11,-5.433,1,0.0353,0.00169,0.000977,0.121,0.751,114.996,182370,4,1
0.774,0.764,4,-5.445,0,0.0518,0.156,0,0.0383,0.912,118.997,219147,4,1
0.774,0.814,11,-5.903,0,0.0646,0.00295,0.0919,0.0509,0.733,123.035,183373,4,1
0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4,1
0.837,0.769,7,-6.045,1,0.22,0.162,0.000251,0.227,0.681,122.948,164885,4,1
0.738,0.853,10,-4.526,0,0.0863,0.135,1.04e-06,0.0912,0.763,119.949,200255,4,1
0.678,0.819,8,-3.306,1,0.0313,0.191,0,0.159,0.499,90.004,184248,4,1
0.41,0.923,11,-4.321,1,0.0753,0.00226,0.000435,0.292,0.389,86.075,251240,4,1
0.636,0.891,6,-5.946,1,0.0589,0.107,0.0337,0.215,0.595,124.005,209027,4,1
0.495,0.883,6,-4.722,1,0.0402,0.00287,2.26e-05,0.0978,0.642,135.899,198653,4,1
0.699,0.854,7,-3.874,0,0.0427,0.00779,0,0.138,0.747,112.027,161440,4,1
0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,216133,4,1
0.753,0.719,1,-5.125,0,0.0347,0.00649,0.00115,0.0947,0.579,99.948,202933,4,1
0.814,0.507,0,-5.539,1,0.0396,0.0215,0.000695,0.203,0.738,121.041,187403,4,1
0.631,0.847,3,-4.782,1,0.16,0.0834,0,0.318,0.704,141.965,202880,4,1
0.597,0.762,1,-4.334,0,0.0302,0.00811,0,0.154,0.651,98.986,258485,4,1
0.44,0.683,11,-4.732,0,0.0489,0.00706,0,0.0593,0.445,185.948,227320,4,1
0.642,0.82,10,-7.235,0,0.0628,0.426,8.2e-05,0.366,0.661,79.999,172129,4,1
0.729,0.801,5,-5.698,0,0.0529,0.0895,0,0.766,0.764,123.995,229347,4,1
0.692,0.968,9,-4.155,0,0.0759,0.0179,0.0381,0.0789,0.851,145.066,137288,4,1
0.636,0.805,9,-4.594,1,0.327,0.0161,0,0.0793,0.908,92.958,196552,4,1
0.611,0.602,5,-4.89,1,0.0437,0.000837,0,0.112,0.624,168.154,148460,4,1
0.604,0.826,0,-4.804,1,0.0434,0.00782,0.15,0.154,0.241,167.985,187147,4,1
0.696,0.817,1,-3.862,1,0.109,0.075,0,0.187,0.782,98.064,216409,4,1
0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,216897,4,1
0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,1
0.832,0.531,0,-6.195,1,0.0665,0.133,0.000387,0.162,0.697,107.003,225196,4,1
0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,235813,4,1
0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,217947,4,1
0.859,0.413,1,-7.399,1,0.182,0.132,0,0.334,0.697,115.035,194230,4,1
0.615,0.779,2,-6.454,1,0.135,0.0665,0,0.155,0.453,160.0,208198,4,1
0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,152862,4,1
0.797,0.929,0,-2.959,0,0.0433,0.0143,0,0.111,0.747,96.003,159627,4,1
0.808,0.581,11,-5.43,1,0.07,0.0053,1.19e-05,0.0828,0.758,130.012,172427,4,1
0.432,0.656,5,-4.669,0,0.428,0.0488,0,0.256,0.66,199.232,167693,4,1
0.704,0.859,5,-4.877,0,0.0996,0.0185,0,0.0215,0.926,105.115,217289,4,1
0.557,0.801,1,-3.602,0,0.218,0.0125,1.66e-06,0.737,0.654,92.135,213507,4,1
0.471,0.755,11,-6.612,0,0.0455,0.00836,0,0.368,0.512,154.801,224027,4,1
0.733,0.565,0,-8.515,1,0.0367,0.0621,0.000324,0.104,0.35,120.006,213707,4,1
0.772,0.601,8,-5.058,0,0.0561,0.222,8.67e-05,0.119,0.919,121.967,222781,4,1
0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954,196787,4,1
0.576,0.871,4,-2.66,1,0.0324,0.135,0,0.595,0.947,92.028,182081,4,1
0.581,0.826,0,-4.87,1,0.0357,0.00773,1.56e-06,0.792,0.492,100.018,261372,4,1
0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,189399,4,1
0.507,0.611,10,-5.903,1,0.0314,0.00246,0,0.196,0.399,91.159,228880,4,1
0.675,0.674,1,-4.984,1,0.0305,0.0409,0,0.128,0.569,134.941,201240,4,1
0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,223413,4,1
0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200,4,1
0.602,0.707,11,-4.097,1,0.302,0.393,0,0.165,0.554,75.09,200187,4,1
0.822,0.611,0,-5.448,1,0.17,0.0292,0,0.0628,0.567,105.052,176944,4,1
0.772,0.78,10,-4.288,0,0.108,0.0512,0,0.119,0.719,124.988,204347,4,1
0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31e-05,0.0733,0.771,78.969,163251,4,1
0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4,1
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4,1
0.385,0.866,4,-2.817,0,0.0697,0.004,0,0.111,0.551,176.014,228360,4,1
0.705,0.758,9,-5.482,0,0.0506,0.142,0,0.109,0.569,107.965,215613,4,1
0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,4,1
0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,4,1
0.687,0.587,1,-5.772,0,0.124,0.302,0,0.278,0.676,156.575,193094,4,1
0.808,0.824,11,-4.618,0,0.0374,0.0846,0.000564,0.197,0.568,126.973,229032,4,1
0.7,0.701,11,-3.834,0,0.161,0.013,0,0.461,0.38,93.012,223107,4,1
0.965,0.414,1,-6.408,1,0.0713,0.189,0,0.0767,0.728,121.032,214648,4,1
0.849,0.581,1,-5.243,0,0.0767,0.189,3.61e-06,0.0805,0.779,110.008,198237,4,1
0.72,0.727,5,-3.882,1,0.0489,0.0556,0,0.138,0.481,99.994,223190,4,1
0.638,0.738,6,-4.976,0,0.0292,0.117,0.000384,0.689,0.657,97.021,243147,4,1
0.806,0.608,1,-7.008,1,0.0659,0.0113,0,0.635,0.849,95.049,219840,4,1
0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,4,1
0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,4,1
0.49,0.798,6,-3.66,1,0.0489,0.0137,0,0.0627,0.479,149.109,198733,4,1
0.757,0.803,11,-5.702,0,0.0646,0.00553,0,0.0552,0.942,112.012,220507,4,1
0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,1
0.774,0.748,4,-5.478,0,0.0509,0.163,0,0.0516,0.914,119.009,218440,4,1
0.67,0.905,2,-2.385,1,0.0339,0.0625,0.000151,0.0577,0.516,100.021,194240,4,1
0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,193253,4,1
0.798,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.949,202547,4,1
0.69,0.524,6,-8.39,0,0.103,0.0415,3.16e-06,0.17,0.562,164.023,223080,4,1
0.585,0.774,2,-3.65,0,0.0335,0.00133,0.0126,0.106,0.384,91.957,270533,4,1
0.874,0.497,6,-5.484,1,0.0562,0.22,0,0.0761,0.542,106.023,204502,4,1
0.648,0.603,8,-5.098,1,0.0507,0.0803,0,0.112,0.488,126.116,190643,4,1
0.772,0.744,7,-5.803,1,0.0398,0.0547,0,0.0852,0.86,120.065,202480,4,1
0.799,0.373,6,-7.728,0,0.103,0.0451,0.00201,0.106,0.516,102.985,179306,4,1
0.829,0.763,11,-4.333,0,0.0559,0.0958,0,0.219,0.649,131.964,206757,4,1
0.64,0.812,8,-5.647,0,0.0834,0.086,0,0.0509,0.914,86.013,227427,4,1
0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,228827,4,1
0.445,0.662,2,-4.802,0,0.181,0.0164,0,0.219,0.479,200.04,207458,4,1
0.849,0.823,4,-4.563,1,0.0441,0.0567,0,0.0855,0.846,135.929,241898,4,1
0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4,1
0.613,0.924,9,-3.388,1,0.071,0.000826,0.000103,0.0987,0.548,115.015,190435,4,1
0.698,0.929,4,-5.046,1,0.0862,0.00601,6.22e-05,0.128,0.74,98.026,186080,3,1
0.455,0.91,2,-4.464,1,0.166,0.000247,0,0.107,0.447,114.109,198040,4,1
0.562,0.904,1,-4.947,1,0.0807,0.00302,0,0.0433,0.651,94.481,158667,4,1
0.386,0.562,10,-4.363,1,0.03,0.175,9.17e-06,0.209,0.228,72.945,363114,4,1
0.778,0.831,11,-4.453,1,0.201,0.0363,3.85e-05,0.334,0.645,96.998,167760,4,1
0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,4,1
0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,1
0.656,0.721,5,-5.665,0,0.122,0.298,0,0.173,0.468,148.066,212120,4,1
0.734,0.667,2,-4.996,1,0.0871,0.092,2.12e-05,0.104,0.165,100.578,211440,4,1
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,219920,4,1
0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,243253,4,1
0.786,0.667,8,-4.036,1,0.0348,0.0187,0.0136,0.082,0.823,115.135,242587,4,1
0.637,0.904,2,-4.769,1,0.0505,0.0999,8.2e-05,0.138,0.77,108.011,209200,4,1
0.861,0.662,0,-5.336,0,0.281,0.266,0,0.136,0.606,96.047,207304,4,1
0.766,0.533,7,-12.056,1,0.0681,0.0333,0,0.042,0.474,109.979,141147,4,1
0.677,0.775,0,-7.214,1,0.0387,0.00414,0.707,0.145,0.922,136.666,408425,4,1
0.842,0.92,11,-6.92,0,0.0374,0.0953,0.861,0.0912,0.967,133.383,297169,4,1
0.841,0.381,5,-13.051,1,0.0498,0.0172,0.00266,0.132,0.564,129.337,443040,4,1
0.7,0.649,7,-9.981,0,0.0331,0.000108,0.67,0.0858,0.965,131.056,354333,4,1
0.766,0.446,2,-12.813,1,0.0659,0.0107,0.000169,0.062,0.694,129.139,338800,4,1
0.859,0.673,9,-11.141,1,0.0323,0.00796,0.138,0.117,0.858,119.406,303700,4,1
0.622,0.988,9,-2.735,0,0.195,6.57e-05,0.0578,0.654,0.238,132.544,444507,4,1
0.799,0.711,0,-8.786,0,0.0474,0.00101,0.853,0.0827,0.8,137.992,421973,4,1
0.794,0.594,2,-12.559,0,0.0749,0.00109,0.812,0.104,0.783,132.738,462760,4,1
0.593,0.712,7,-12.946,1,0.0411,0.00947,0.218,0.061,0.45,131.412,368693,4,1
0.783,0.492,9,-7.741,1,0.0408,0.000283,0.0225,0.0961,0.412,129.701,381467,4,1
0.551,0.915,2,-6.583,0,0.0427,0.000272,0.897,0.0463,0.852,127.1,413606,4,1
0.646,0.696,5,-6.074,1,0.0359,0.00218,0.148,0.106,0.788,132.618,278594,4,1
0.572,0.921,0,-6.74,1,0.0352,0.00095,0.276,0.34,0.497,126.602,267613,4,1
0.745,0.767,9,-11.859,0,0.0332,0.118,0.0448,0.623,0.862,131.674,414600,4,1
0.794,0.744,0,-6.067,1,0.0544,0.0215,2.82e-05,0.0431,0.963,129.971,453352,4,1
0.765,0.645,9,-12.588,0,0.0419,0.000271,0.801,0.0431,0.935,131.392,208160,4,1
0.802,0.772,5,-7.187,1,0.0414,0.00386,0.0156,0.0949,0.945,121.779,380680,4,1
0.755,0.562,0,-12.788,1,0.0495,0.0497,1.86e-06,0.112,0.677,129.925,218920,4,1
0.677,0.727,2,-12.849,1,0.0388,0.0844,0.0118,0.0724,0.765,124.174,353467,4,1
0.784,0.802,3,-3.821,0,0.0388,0.0125,2.87e-05,0.0824,0.839,118.003,216162,4,1
0.572,0.814,8,-7.543,0,0.0482,0.0582,0.000121,0.267,0.292,119.951,194717,4,1
0.592,0.691,3,-8.354,1,0.196,0.156,9.78e-06,0.418,0.0796,99.976,156600,4,1
0.683,0.538,4,-8.503,0,0.0599,0.138,1.28e-06,0.303,0.445,110.0,225960,4,1
0.717,0.859,8,-4.514,1,0.205,0.0435,0,0.0625,0.546,119.847,199728,4,1
0.792,0.895,1,-3.112,0,0.0589,0.165,0,0.0501,0.794,94.968,201526,4,1
0.835,0.552,7,-5.662,1,0.0871,0.0474,0,0.0767,0.531,97.004,218173,4,1
0.766,0.763,11,-5.095,0,0.121,0.433,8.46e-05,0.105,0.482,114.997,153391,4,1
0.548,0.687,11,-6.371,0,0.15,0.106,0,0.131,0.362,180.017,193947,4,1
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,268867,4,1
0.681,0.587,6,-7.638,1,0.11,0.229,0,0.368,0.64,93.002,209346,4,1
0.81,0.885,5,-4.583,0,0.108,0.101,0,0.268,0.447,122.985,140698,4,1
0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,231907,4,1
0.755,0.702,7,-6.013,1,0.0394,0.464,0.000434,0.0518,0.625,122.014,184200,4,1
0.567,0.644,0,-5.699,1,0.0278,0.0404,5.03e-06,0.0632,0.212,140.038,223899,4,1
0.657,0.862,10,-4.205,0,0.116,0.00447,0.00272,0.209,0.55,112.96,198111,4,1
0.742,0.706,0,-6.695,1,0.137,0.263,0,0.0729,0.619,82.023,197114,4,1
0.653,0.863,2,-4.799,1,0.0457,0.0018,0,0.0406,0.276,134.004,181673,4,1
0.685,0.508,0,-6.4,1,0.0987,0.193,0,0.139,0.315,99.063,217287,4,1
0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,185863,4,1
0.587,0.671,0,-5.667,0,0.0787,0.368,2.18e-05,0.0943,0.515,98.368,247708,4,1
0.874,0.487,2,-8.154,1,0.0641,0.393,2.96e-05,0.0524,0.746,144.956,203630,4,1
0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,170827,4,1
0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,4,1
0.489,0.588,1,-6.177,1,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617,269600,4,1
0.743,0.688,1,-5.617,0,0.0367,0.00522,0.000166,0.104,0.64,118.007,168492,4,1
0.775,0.889,0,-1.923,1,0.0678,0.142,0,0.34,0.754,102.998,208544,4,1
0.585,0.689,2,-5.065,1,0.0995,0.0699,0,0.169,0.715,140.052,216760,4,1
0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,162586,4,1
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233902,4,1
0.898,0.699,1,-3.781,1,0.112,0.336,8.61e-06,0.232,0.64,131.99,213989,4,1
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,1
