@relation data

@attribute danceability numeric
@attribute energy numeric
@attribute key numeric
@attribute loudness numeric
@attribute mode numeric
@attribute speechiness numeric
@attribute acousticness numeric
@attribute instrumentalness numeric
@attribute liveness numeric
@attribute valence numeric
@attribute tempo numeric
@attribute duration_ms numeric
@attribute time_signature numeric
@attribute featured numeric

@data
0.941,0.495,0,-6.1,1,0.0458,0.0858,0.000806,0.0789,0.845,101.026,265987,4,1
0.375,0.513,7,-5.5,0,0.0309,0.582,0,0.287,0.175,171.545,205067,3,1
0.587,0.56,9,-6.901,1,0.0539,0.0717,0,0.0791,0.913,177.965,152875,4,1
0.72,0.732,6,-2.454,1,0.0436,0.464,0.000003,0.455,0.578,86.489,122121,4,1
0.855,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.49,122.078,324189,4,1
0.761,0.715,6,-6.295,1,0.36,0.194,0.000317,0.113,0.205,145.019,211862,4,1
0.545,0.704,5,-6.651,1,0.0316,0.00759,0.00116,0.669,0.524,79.991,195000,4,1
0.552,0.573,9,-6.585,1,0.0948,0.0463,0,0.105,0.525,182.14,157422,4,1
0.665,0.808,4,-6.204,0,0.054,0.000377,0.000425,0.229,0.687,108.01,213923,4,1
0.72,0.804,9,-5.597,1,0.254,0.193,0,0.322,0.66,144.022,209699,4,1
0.684,0.658,0,-6.813,1,0.0309,0.451,0.000683,0.19,0.7,128.985,198809,4,1
0.536,0.426,7,-10.446,1,0.123,0.64,0.000006,0.147,0.375,135.872,211567,4,1
0.772,0.493,5,-3.41,0,0.0729,0.0617,0.0328,0.154,0.385,143.97,94663,4,1
0.334,0.458,0,-10.685,1,0.0454,0.42,0.136,0.143,0.217,141.922,223227,4,1
0.708,0.391,6,-7.495,1,0.0846,0.412,0.000003,0.119,0.361,108.997,193902,4,1
0.722,0.781,8,-3.536,1,0.0321,0.0171,0,0.0744,0.644,137.907,234894,4,1
0.687,0.641,11,-5.814,1,0.03,0.17,0,0.111,0.663,120.04,178813,4,1
0.557,0.661,3,-9.992,0,0.0299,0.669,0.712,0.109,0.157,153.992,253133,4,1
0.586,0.603,4,-8.865,0,0.0402,0.0155,0.000042,0.138,0.556,156.993,225611,4,1
0.654,0.672,8,-5.416,1,0.0706,0.0602,0,0.108,0.304,136.069,209840,4,1
0.472,0.706,7,-7.57,1,0.0339,0.0436,0.391,0.0827,0.509,104.455,230227,4,1
0.702,0.629,6,-5.381,0,0.0408,0.213,0,0.0915,0.522,123.949,232258,4,1
0.677,0.542,11,-7.01,0,0.341,0.0729,0,0.213,0.46,123.751,199213,4,1
0.843,0.724,7,-4.601,1,0.366,0.366,0.00002,0.856,0.768,150.036,222503,4,1
0.367,0.647,1,-5.822,1,0.0723,0.000851,0.000046,0.122,0.15,87.353,162867,4,1
0.918,0.602,1,-8.891,1,0.0603,0.0732,0.000019,0.417,0.81,110.996,155351,4,1
0.743,0.769,5,-7.37,0,0.0372,0.0278,0,0.136,0.788,140.02,171429,4,1
0.54,0.549,6,-7.685,0,0.128,0.545,0.00306,0.133,0.451,80.402,261312,4,1
0.692,0.421,4,-10.948,1,0.0295,0.666,0.147,0.104,0.832,96.982,225394,4,1
0.419,0.532,5,-8.994,1,0.0643,0.0145,0.00001,0.37,0.522,106.712,172687,5,1
0.552,0.802,0,-6.461,1,0.0329,0.268,0.000231,0.1,0.205,133.95,269692,4,1
0.565,0.629,5,-6.888,1,0.0272,0.000483,0.305,0.143,0.546,140.02,217500,4,1
0.592,0.588,10,-4.889,1,0.0405,0.118,0,0.138,0.336,81.997,195075,4,1
0.429,0.872,11,-5.138,1,0.0531,0.000059,0.0205,0.309,0.332,174.096,227783,3,1
0.465,0.43,11,-7.978,0,0.0319,0.578,0.00131,0.0979,0.169,113.484,253480,4,1
0.384,0.912,8,-5.461,0,0.0812,0.0084,0.000003,0.127,0.664,176.034,205640,4,1
0.49,0.297,8,-11.697,1,0.0296,0.784,0.0395,0.0928,0.392,110.69,202733,4,1
0.765,0.717,10,-7.085,0,0.11,0.00254,0,0.388,0.258,130.033,148615,4,1
0.613,0.518,2,-7.082,1,0.0359,0.131,0,0.0854,0.176,130.031,268840,4,1
0.611,0.415,5,-11.024,1,0.0335,0.742,0.0609,0.363,0.542,171.882,206333,4,1
0.765,0.411,7,-8.695,1,0.0757,0.107,0.000046,0.16,0.24,137.935,172894,4,1
0.648,0.607,11,-6.399,1,0.0577,0.3,0,0.163,0.356,154.901,154651,4,1
0.667,0.691,5,-7.617,1,0.267,0.417,0.000039,0.108,0.556,145.035,208159,4,1
0.282,0.824,0,-5.697,1,0.0648,0.0128,0.914,0.322,0.297,147.029,216187,4,1
0.432,0.395,8,-9.34,1,0.212,0.422,0.000018,0.34,0.232,85.077,302326,4,1
0.608,0.254,0,-13.616,0,0.0295,0.671,0.000086,0.11,0.173,143.94,301550,3,1
0.723,0.711,7,-8.448,1,0.137,0.498,0.322,0.148,0.197,139.983,320275,3,1
0.799,0.647,8,-7.451,0,0.224,0.253,0,0.0932,0.5,135.01,215512,4,1
0.37,0.266,9,-10.914,1,0.0291,0.94,0.000038,0.119,0.0952,150.399,289280,3,1
0.542,0.657,11,-7.727,1,0.0331,0.312,0.000015,0.0862,0.305,118.016,259830,4,1
0.546,0.489,11,-7.266,0,0.0953,0.563,0,0.386,0.348,124.907,241121,4,1
0.861,0.575,0,-7.547,0,0.168,0.0265,0,0.0853,0.316,140.055,113250,4,1
0.506,0.611,8,-7.844,1,0.112,0.244,0.000004,0.105,0.285,68.443,188280,1,1
0.509,0.315,6,-11.3,0,0.0275,0.713,0.00108,0.112,0.0895,127.986,291920,4,1
0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637,4,1
0.519,0.44,7,-11.01,0,0.028,0.261,0,0.0898,0.188,135.749,196653,4,1
0.383,0.771,1,-6.21,1,0.0395,0.00148,0.00144,0.0658,0.424,114.797,221307,3,1
0.684,0.769,0,-5.962,0,0.0385,0.0742,0,0.171,0.522,95.989,203000,4,1
0.554,0.561,2,-6.683,1,0.243,0.221,0,0.117,0.134,80.125,208448,4,1
0.409,0.678,9,-7.731,1,0.0878,0.359,0.000005,0.167,0.168,89.968,280842,4,1
0.539,0.979,11,-4.229,0,0.0893,0.00621,0.000105,0.137,0.783,159.961,156040,4,1
0.567,0.896,11,-5.405,0,0.0575,0.000881,0.000005,0.247,0.662,128.932,215920,4,1
0.258,0.167,2,-16.522,0,0.0308,0.891,0.0462,0.131,0.0689,92.589,340173,4,1
0.847,0.703,6,-4.434,1,0.0746,0.355,0.000039,0.0938,0.777,112.045,184141,4,1
0.519,0.692,1,-6.251,1,0.0566,0.255,0,0.243,0.642,90.079,240013,4,1
0.648,0.798,6,-5.172,0,0.0843,0.0175,0,0.123,0.399,107.071,201004,4,1
0.534,0.127,6,-15.385,1,0.0358,0.874,0.774,0.112,0.181,128.368,243043,4,1
0.663,0.51,6,-7.963,1,0.038,0.439,0.000016,0.147,0.367,106.946,219426,4,1
0.435,0.356,9,-8.863,0,0.0491,0.261,0.000002,0.627,0.292,162.711,122053,4,1
0.575,0.877,4,-5.26,1,0.0523,0.00328,0,0.516,0.656,161.065,158311,4,1
0.668,0.621,0,-5.675,1,0.0349,0.0401,0.000106,0.0702,0.33,73.989,207596,4,1
0.493,0.458,2,-5.629,1,0.0335,0.872,0.000003,0.0884,0.068,122.11,231833,4,1
0.435,0.587,2,-5.595,1,0.329,0.23,0,0.119,0.123,158.849,208448,4,1
0.552,0.828,2,-5.678,1,0.0508,0.00277,0.0849,0.0981,0.474,120.053,348362,3,1
0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,270413,4,1
0.738,0.325,2,-8.633,1,0.111,0.608,0.000016,0.111,0.41,83.047,220413,4,1
0.624,0.354,0,-10.166,1,0.0285,0.733,0.183,0.0946,0.13,128.201,312440,4,1
0.456,0.939,6,-3.946,0,0.0809,0.00066,0,0.302,0.45,144.105,208457,4,1
0.543,0.398,8,-9.738,0,0.0253,0.301,0.000505,0.102,0.237,78.086,212502,4,1
0.497,0.754,7,-8.341,1,0.0385,0.00883,0.0467,0.126,0.171,160.023,298107,4,1
0.628,0.691,5,-8.46,0,0.0713,0.0188,0.00053,0.116,0.294,125.04,227435,4,1
0.653,0.68,1,-5.351,1,0.0885,0.0573,0.000002,0.0683,0.541,99.023,197373,4,1
0.731,0.748,9,-5.043,0,0.0345,0.00259,0.000067,0.255,0.832,116.035,192501,4,1
0.51,0.693,5,-3.192,1,0.0284,0.006,0.000002,0.11,0.291,81.981,262815,4,1
0.525,0.833,8,-7.059,0,0.0564,0.097,0.843,0.139,0.474,128.133,223609,4,1
0.715,0.609,11,-9.728,0,0.0309,0.196,0.0264,0.146,0.586,114.983,210783,4,1
0.694,0.568,5,-6.054,0,0.0453,0.619,0,0.109,0.665,97.281,212998,4,1
0.763,0.577,6,-10.127,1,0.167,0.161,0.00362,0.225,0.569,116.982,205128,4,1
0,0,0,-60,0,0,0,0,0,0,0,159000,0,1
0.738,0.825,9,-4.602,0,0.0687,0.026,0.000002,0.0721,0.359,117.955,213882,4,1
0.694,0.852,7,-5.34,0,0.257,0.0882,0,0.334,0.377,107.178,201253,4,1
0.792,0.435,5,-8.903,0,0.076,0.373,0,0.1,0.451,124.005,236658,4,1
0.593,0.318,0,-15.592,0,0.0307,0.873,0.849,0.0943,0.115,120.011,276971,4,1
0.558,0.687,1,-8.21,1,0.038,0.0631,0.362,0.0891,0.593,175.99,235648,3,1
0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309,265120,4,1
0.615,0.848,6,-4.397,1,0.0387,0.276,0.000047,0.525,0.202,111.962,258053,4,1
0.331,0.784,11,-5.002,1,0.0561,0.000031,0,0.427,0.902,182.964,197672,4,1
0.695,0.716,5,-5.686,0,0.1,0.173,0,0.13,0.513,98.028,211120,4,1
0.814,0.627,8,-3.294,1,0.0499,0.00211,0.00124,0.0607,0.603,100.019,191760,4,1
0.708,0.591,11,-5.825,1,0.0348,0.415,0,0.117,0.618,120.976,202628,4,1
0.408,0.32,10,-10.226,1,0.0303,0.896,0.000632,0.112,0.111,138.997,114762,4,1
0.693,0.627,7,-7.534,0,0.0721,0.404,0,0.213,0.869,95.913,182480,4,1
0.869,0.685,9,-7.157,1,0.278,0.319,0,0.601,0.595,139.935,280797,4,1
0.661,0.498,8,-7.26,1,0.351,0.157,0,0.2,0.677,96.029,208467,4,1
0.686,0.165,6,-11.83,1,0.0408,0.867,0.000006,0.1,0.276,121.006,231507,4,1
0.707,0.615,6,-7.131,1,0.254,0.0396,0,0.07,0.646,83.021,237240,4,1
0.583,0.504,0,-11.928,0,0.0391,0.649,0.0496,0.17,0.154,117.969,242825,4,1
0.7,0.595,0,-7.391,1,0.032,0.0158,0.000003,0.0786,0.749,129.977,196895,4,1
0.836,0.699,6,-8.109,0,0.364,0.118,0,0.162,0.791,152.088,195866,4,1
0.387,0.278,7,-8.454,0,0.0318,0.464,0.00527,0.102,0.0632,153.426,300707,3,1
0.678,0.591,0,-9.31,1,0.175,0.0288,0,0.0907,0.271,174.048,206692,4,1
0.558,0.529,2,-7.477,1,0.0488,0.455,0,0.316,0.113,131.634,202000,4,1
0.744,0.411,3,-8.301,1,0.0324,0.509,0,0.104,0.604,126.052,184760,4,1
0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,4,1
0.704,0.611,2,-6.112,1,0.0409,0.217,0,0.0812,0.22,100,189467,4,1
0.819,0.523,11,-8.118,1,0.0741,0.0446,0.000414,0.101,0.259,145.001,221993,4,1
0.706,0.699,11,-7.357,0,0.0829,0.0152,0.000034,0.0736,0.573,95.001,204832,4,1
0.487,0.789,8,-3.69,1,0.044,0.00947,0.000004,0.189,0.0564,150.007,270715,4,1
0.857,0.801,10,-4.598,0,0.211,0.302,0.000007,0.386,0.569,109.966,163636,4,1
0.5,0.759,6,-5.349,0,0.0301,0.0574,0.465,0.116,0.449,103.983,220000,4,1
0.655,0.456,2,-8.451,1,0.0449,0.0897,0,0.159,0.231,86.988,189440,4,1
0.479,0.658,0,-5.682,0,0.0347,0.00751,0,0.424,0.227,138.264,182960,4,1
0.546,0.839,6,-5.365,0,0.0784,0.00546,0,0.382,0.491,77.009,174307,4,1
0.713,0.639,7,-3.949,0,0.028,0.775,0,0.155,0.649,112.478,171022,3,1
0.663,0.488,10,-7.953,0,0.0736,0.000807,0.0108,0.45,0.647,136.994,199750,4,1
0.629,0.666,2,-4.173,0,0.0558,0.117,0,0.317,0.158,124.08,179510,4,1
0.545,0.975,10,-3.193,0,0.454,0.17,0,0.145,0.609,123.906,131674,5,1
0.674,0.697,8,-7.567,1,0.0402,0.194,0.0951,0.195,0.646,106.001,194666,4,1
0.601,0.775,0,-4.612,1,0.0473,0.269,0,0.0883,0.483,119.964,190295,4,1
0.365,0.486,11,-10.135,1,0.208,0.799,0.0129,0.112,0.223,69.402,218791,4,1
0.629,0.464,4,-8.72,1,0.0334,0.75,0,0.0853,0.523,156.051,195053,4,1
0.439,0.191,0,-10.943,0,0.0313,0.911,0.00123,0.0937,0.11,114.122,208587,4,1
0.584,0.527,9,-10.982,1,0.0372,0.0157,0.351,0.0788,0.44,152.338,208992,4,1
0.477,0.625,0,-6.992,1,0.0302,0.00695,0.244,0.376,0.56,124.067,193533,4,1
0.6,0.761,1,-5.993,1,0.0292,0.00568,0.000089,0.126,0.771,127.997,158720,4,1
0.593,0.777,5,-6.113,0,0.0359,0.146,0.00324,0.17,0.613,119.98,172480,4,1
0.818,0.976,1,-1.955,1,0.25,0.252,0,0.0925,0.475,134.979,150000,4,1
0.371,0.649,9,-7.269,1,0.0495,0.000691,0.0169,0.0749,0.439,117.146,236757,5,1
0.39,0.948,9,-2.051,0,0.0695,0.00138,0.032,0.302,0.248,125.106,227000,4,1
0.741,0.609,8,-10.78,1,0.406,0.815,0.000008,0.0979,0.495,79.943,156048,4,1
0.441,0.263,7,-15.064,1,0.0488,0.991,0.000046,0.112,0.404,178.982,249853,5,1
0.627,0.65,2,-7.563,1,0.0351,0.343,0.000378,0.11,0.111,103.085,256375,4,1
0.543,0.325,4,-11.116,1,0.036,0.912,0.000042,0.107,0.213,115.105,252480,4,1
0.678,0.729,8,-4.188,1,0.137,0.0658,0,0.303,0.643,99.895,189173,4,1
0.427,0.123,9,-15.228,0,0.0497,0.868,0.000031,0.0732,0.0394,129.565,229426,5,1
0.61,0.374,7,-9.15,1,0.0286,0.14,0.000815,0.124,0.15,117.94,186973,4,1
0.742,0.693,5,-5.494,1,0.0408,0.0616,0.000002,0.115,0.549,95.995,198453,4,1
0.65,0.129,6,-14.438,0,0.078,0.985,0.0562,0.0982,0.086,80.71,183197,4,1
0.525,0.755,11,-5.288,1,0.132,0.002,0.000011,0.287,0.671,196.042,188115,4,1
0.8,0.633,11,-7.981,0,0.037,0.384,0.000989,0.161,0.647,128.052,223853,4,1
0.783,0.694,10,-7.008,0,0.358,0.0138,0,0.11,0.389,160.034,219089,4,1
0.696,0.324,1,-13.175,0,0.314,0.76,0,0.116,0.557,79.877,267606,4,1
0.66,0.324,3,-9.098,1,0.0288,0.698,0.00191,0.112,0.126,124.007,180088,4,1
0.755,0.625,2,-7.114,1,0.0896,0.49,0,0.157,0.374,147.02,174861,4,1
0.669,0.684,7,-4.595,1,0.0585,0.252,0,0.72,0.466,96.097,192537,4,1
0.687,0.352,8,-8.229,1,0.0759,0.626,0.000151,0.133,0.155,122.955,156213,4,1
0.352,0.319,2,-10.278,0,0.04,0.764,0.000536,0.0976,0.178,141.523,346578,4,1
0.309,0.759,2,-6.682,1,0.0297,0.0857,0.000123,0.167,0.287,91.472,262238,4,1
0.685,0.513,7,-9.492,1,0.0387,0.115,0.000004,0.0886,0.563,120.038,247547,4,1
0.555,0.84,9,-6.092,1,0.031,0.045,0,0.348,0.532,138.027,192240,4,1
0.338,0.903,7,-4.181,1,0.129,0.253,0.958,0.493,0.324,118.866,234083,4,1
0.357,0.911,4,-5.997,0,0.113,0.000291,0.00683,0.274,0.457,130.128,258575,4,1
0.776,0.531,7,-7.455,1,0.0521,0.238,0,0.28,0.452,105.055,178747,4,1
0.321,0.849,11,-5.189,0,0.0486,0.0202,0.000079,0.288,0.176,127.889,218145,4,1
0.594,0.808,1,-5.749,1,0.0615,0.601,0,0.119,0.73,144.028,207933,4,1
0.747,0.618,6,-7.803,1,0.166,0.0134,0,0.0903,0.646,77.012,213506,4,1
0.625,0.596,6,-12.123,1,0.376,0.0104,0.000051,0.648,0.851,82.26,151514,4,1
0.702,0.873,9,-7.007,0,0.221,0.255,0,0.0871,0.458,96.056,240507,4,1
0.571,0.766,9,-5.569,1,0.0305,0.148,0.000004,0.108,0.406,81.01,198080,4,1
0.45,0.331,5,-17.876,1,0.0411,0.873,0.00176,0.118,0.305,150.455,243322,4,1
0.486,0.689,1,-6.576,0,0.443,0.263,0,0.155,0.484,74.455,216653,1,1
0.865,0.55,6,-8.348,1,0.392,0.134,0,0.259,0.526,133.984,222090,4,1
0.719,0.564,4,-5.865,0,0.286,0.0282,0,0.326,0.57,159.114,254853,4,1
0.887,0.505,10,-3.41,0,0.124,0.502,0,0.117,0.646,139.954,186897,4,1
0.524,0.593,7,-8.264,1,0.0291,0.208,0.17,0.0997,0.573,77.499,255760,4,1
0.56,0.887,9,-4.692,1,0.0838,0.000375,0,0.0866,0.646,83.984,201480,4,1
0.576,0.336,11,-11.076,1,0.0262,0.905,0.66,0.102,0.246,99.953,248049,4,1
0.581,0.819,4,-5.309,1,0.0367,0.0499,0,0.193,0.402,124.049,204813,4,1
0.836,0.703,0,-4.731,1,0.106,0.031,0,0.124,0.211,144.959,211893,4,1
0.618,0.767,5,-5.024,1,0.0489,0.00552,0,0.147,0.239,124.071,158602,4,1
0.654,0.272,9,-14.603,1,0.0319,0.662,0.73,0.105,0.0729,112.977,156311,4,1
0.82,0.692,3,-6.164,1,0.11,0.408,0,0.0929,0.739,105.131,175806,4,1
0.588,0.67,0,-6.439,1,0.0473,0.0104,0.000003,0.338,0.505,118.159,238173,4,1
0.56,0.87,5,-3.881,1,0.0427,0.0316,0.0218,0.371,0.655,107.986,226587,4,1
0.708,0.683,2,-5.249,0,0.0917,0.204,0,0.158,0.651,108.039,196196,4,1
0.953,0.554,0,-5.12,1,0.076,0.616,0.000869,0.106,0.457,101.011,171107,4,1
0.6,0.769,7,-6.089,0,0.264,0.25,0,0.109,0.491,178.081,200411,4,1
0.47,0.199,1,-7.356,0,0.0404,0.958,0.000003,0.109,0.242,115.632,149656,4,1
0.658,0.72,2,-6.195,1,0.0637,0.0128,0,0.0902,0.204,126.96,151840,4,1
0.925,0.553,4,-7.383,0,0.269,0.245,0.000001,0.0803,0.557,118.025,245929,4,1
0.667,0.639,8,-7.328,0,0.0413,0.218,0.247,0.187,0.315,125.013,223080,4,1
0.322,0.226,0,-14.243,1,0.0323,0.902,0.144,0.108,0.212,169.567,214598,4,1
0.56,0.966,2,-1.018,1,0.0353,0.000047,0.00129,0.179,0.468,130.968,210661,4,1
0.659,0.272,3,-19.296,1,0.063,0.933,0.87,0.217,0.656,176.053,240654,4,1
0.429,0.754,0,-5.719,0,0.0428,0.854,0.154,0.189,0.24,165.894,193735,4,1
0.415,0.543,0,-9.552,1,0.0265,0.078,0.0532,0.0791,0.212,93.841,276000,4,1
0.513,0.424,4,-7.958,1,0.0293,0.417,0.000003,0.107,0.431,114.225,221056,3,1
0.505,0.848,11,-5.173,0,0.0575,0.0106,0,0.18,0.282,140.055,259428,4,1
0.939,0.315,1,-9.32,1,0.481,0.032,0.000016,0.112,0.119,126.004,182857,4,1
0.872,0.476,0,-7.757,0,0.235,0.309,0,0.113,0.829,68.009,200307,4,1
0.644,0.882,7,-3.146,1,0.0643,0.0414,0,0.34,0.55,99.861,225040,4,1
0.708,0.454,1,-7.07,1,0.0395,0.0217,0,0.073,0.24,110.963,189507,4,1
0.526,0.817,4,-7.589,0,0.0851,0.0552,0.000073,0.123,0.558,90.727,211187,4,1
0.464,0.743,7,-9.102,1,0.0526,0.000359,0.000026,0.363,0.632,75.168,207006,4,1
0.777,0.627,11,-8.128,0,0.0567,0.0766,0.000481,0.134,0.29,114.025,236316,4,1
0.714,0.647,8,-6.865,1,0.037,0.598,0,0.0943,0.67,150.992,146225,4,0
0.631,0.253,0,-13.085,0,0.0367,0.868,0,0.124,0.133,92.17,197140,4,0
0.322,0.571,3,-10.86,1,0.118,0.0447,0.824,0.179,0.508,75.999,186896,4,0
0.273,0.402,9,-9.008,1,0.031,0.75,0.000007,0.0934,0.115,110.608,259387,4,0
0.624,0.836,8,-5.784,1,0.0338,0.00306,0.000062,0.113,0.797,84.02,225640,4,0
0.427,0.275,2,-13.333,1,0.0352,0.9,0.139,0.0923,0.134,92.565,212906,4,0
0.845,0.808,9,-5.849,1,0.219,0.0862,0,0.424,0.526,94.058,123507,4,0
0.697,0.469,10,-9.281,1,0.0464,0.0596,0.0673,0.0769,0.0976,119.943,242000,4,0
0.511,0.155,2,-10.378,1,0.0539,0.853,0,0.0941,0.293,134.701,243507,4,0
0.538,0.728,1,-7.21,0,0.293,0.126,0.0221,0.161,0.576,188.003,209707,4,0
0.704,0.784,7,-4.463,0,0.142,0.00283,0,0.419,0.656,100.083,186448,4,0
0.647,0.84,8,-5.685,1,0.0373,0.00212,0,0.255,0.524,140.001,212500,4,0
0.625,0.573,4,-7.51,0,0.0329,0.635,0.000651,0.151,0.257,85.028,243147,4,0
0.631,0.649,5,-5.892,0,0.0385,0.0817,0.000004,0.0934,0.421,93.95,194680,4,0
0.566,0.684,1,-6.124,0,0.0752,0.104,0.00165,0.0683,0.33,189.873,197673,4,0
0.727,0.756,8,-4.507,1,0.0429,0.335,0,0.214,0.69,104.995,187253,4,0
0.705,0.521,0,-6.907,1,0.0376,0.547,0.000003,0.19,0.693,146.011,192627,4,0
0.463,0.665,7,-6.405,1,0.0327,0.0131,0.0434,0.296,0.472,120.277,241070,4,0
0.722,0.581,1,-8.241,1,0.0515,0.0674,0.000051,0.114,0.802,97.024,196514,4,0
0.604,0.631,5,-7.328,1,0.0344,0.0373,0.000005,0.0608,0.51,93.957,209960,4,0
0.466,0.671,5,-4.757,1,0.138,0.144,0,0.29,0.319,137.512,204343,4,0
0.653,0.639,8,-7.524,1,0.0386,0.0624,0.00009,0.077,0.774,157.233,195067,4,0
0.488,0.311,1,-9.091,1,0.0631,0.486,0.000008,0.113,0.426,129.17,163000,4,0
0.597,0.675,10,-8.485,1,0.0775,0.0311,0,0.107,0.329,169.885,200750,4,0
0.77,0.455,9,-6.246,1,0.0651,0.36,0,0.0794,0.444,146.907,169640,4,0
0.599,0.593,8,-8.831,1,0.0333,0.323,0.0037,0.494,0.148,122.935,163520,3,0
0.707,0.872,5,-3.824,0,0.0788,0.095,0,0.148,0.761,108.043,191160,4,0
0.589,0.0976,8,-13.565,1,0.0702,0.917,0,0.0921,0.348,136.645,142445,4,0
0.458,0.832,7,-5.799,0,0.0799,0.00317,0.000021,0.127,0.438,156.099,207624,4,0
0.57,0.65,2,-8.538,1,0.326,0.0707,0,0.339,0.174,96.767,323587,4,0
0.643,0.276,4,-14.785,0,0.0892,0.934,0.000027,0.0881,0.489,141.789,78640,3,0
0.758,0.511,11,-6.844,0,0.0425,0.296,0.118,0.0792,0.558,105.036,239960,4,0
0.713,0.829,11,-4.297,0,0.203,0.00529,0,0.221,0.845,149.996,197518,4,0
0.506,0.928,9,-3.481,0,0.0353,0.109,0,0.0897,0.495,146.002,249987,4,0
0.545,0.191,9,-15.699,0,0.0382,0.968,0.000481,0.256,0.176,124.438,172053,4,0
0.642,0.737,5,-5.776,0,0.0627,0.0924,0,0.0589,0.545,93.03,164667,4,0
0.529,0.57,8,-6.112,0,0.0999,0.503,0,0.0882,0.259,171.998,216853,4,0
0.962,0.573,7,-5.924,1,0.308,0.0161,0,0.109,0.728,125.035,237655,4,0
0.574,0.571,6,-8.431,1,0.0428,0.114,0.000016,0.678,0.264,81.02,237056,4,0
0.841,0.674,11,-4.351,0,0.21,0.0547,0,0.0742,0.448,140.007,193732,4,0
0.49,0.247,7,-9.079,1,0.0291,0.837,0.000513,0.14,0.231,98.325,122026,4,0
0.694,0.609,5,-9.759,0,0.212,0.394,0,0.113,0.243,159.972,147456,4,0
0.807,0.414,11,-12.026,0,0.276,0.176,0.000004,0.154,0.552,144.037,175245,4,0
0.557,0.247,9,-12.54,1,0.0346,0.891,0.2,0.104,0.395,117.346,209973,4,0
0.397,0.843,10,-3.726,0,0.0987,0.158,0,0.0844,0.22,81.201,239341,4,0
0.668,0.771,7,-8.171,1,0.161,0.0638,0.000033,0.332,0.686,90.012,202687,4,0
0.77,0.551,6,-9.062,0,0.189,0.597,0,0.116,0.372,109.512,239333,1,0
0.774,0.9,11,-3.808,0,0.118,0.508,0,0.245,0.524,115.031,136223,4,0
0.78,0.679,9,-14.133,1,0.0629,0.000281,0.895,0.103,0.0302,123.036,391034,4,0
0.644,0.892,4,-4.566,1,0.0536,0.0608,0.000083,0.328,0.646,99.986,232884,4,0
0.696,0.597,4,-7.676,1,0.248,0.484,0,0.138,0.264,75.997,162987,4,0
0.635,0.511,3,-5.83,0,0.0626,0.737,0,0.0883,0.258,119.836,212000,4,0
0.627,0.774,6,-4.749,1,0.0662,0.0582,0.00636,0.0782,0.723,75.998,193947,4,0
0.556,0.435,6,-4.013,0,0.0971,0.567,0,0.115,0.445,80.257,155157,5,0
0.223,0.77,8,-4.594,1,0.0482,0.00122,0.00394,0.0887,0.429,155.876,358427,4,0
0.468,0.494,7,-9.156,1,0.0291,0.0735,0.23,0.192,0.128,123.537,318507,4,0
0.849,0.499,7,-9.286,1,0.199,0.0508,0.000004,0.0925,0.183,108.107,121627,4,0
0.435,0.891,2,-3.907,0,0.178,0.0399,0,0.187,0.437,115.166,229751,4,0
0.734,0.265,6,-17.278,0,0.0459,0.819,0.939,0.0749,0.283,98.004,66253,4,0
0.762,0.936,9,-5.21,1,0.0607,0.468,0.000084,0.086,0.734,103.272,140107,4,0
0.538,0.729,9,-6.165,0,0.117,0.368,0,0.0716,0.402,173.907,193875,4,0
0.546,0.835,0,-6.399,1,0.0501,0.0123,0.326,0.103,0.423,133.986,182893,4,0
0.763,0.596,1,-6.167,1,0.055,0.0143,0.000034,0.114,0.176,128.992,186420,4,0
0.671,0.51,0,-7.357,1,0.0323,0.11,0.00001,0.0883,0.395,167.987,240000,4,0
0.659,0.722,6,-5.386,0,0.0281,0.085,0.00023,0.0977,0.881,109.016,221947,4,0
0.304,0.664,8,-7.546,0,0.0358,0.0148,0.000023,0.0893,0.677,93.932,275680,4,0
0.61,0.715,5,-8.314,0,0.0399,0.0128,0.277,0.0748,0.637,94.986,200188,4,0
0.825,0.788,11,-6.805,1,0.222,0.0909,0,0.0951,0.599,139.928,150973,4,0
0.835,0.756,10,-5.441,0,0.123,0.0523,0.028,0.0606,0.809,153.988,221853,4,0
0.62,0.86,7,-5.391,1,0.0445,0.00848,0.000141,0.0852,0.0972,127.967,204387,4,0
0.649,0.564,0,-6.85,0,0.101,0.626,0.000014,0.142,0.555,135.738,206182,4,0
0.524,0.72,7,-8.129,0,0.0881,0.353,0.114,0.212,0.24,113.98,242623,4,0
0.193,0.828,8,-6.259,1,0.0598,0.0344,0.0142,0.16,0.278,84.691,256773,4,0
0.61,0.137,9,-15.42,1,0.04,0.903,0.000002,0.116,0.0385,118.205,191347,4,0
0.704,0.515,3,-7.709,1,0.037,0.392,0,0.414,0.641,98.017,206575,4,0
0.537,0.719,4,-5.695,1,0.124,0.0671,0.000172,0.088,0.266,142.152,172920,4,0
0.652,0.611,11,-7.423,0,0.14,0.0416,0.000001,0.356,0.209,83.051,213840,4,0
