@relation data

@attribute danceability numeric
@attribute energy numeric
@attribute key numeric
@attribute loudness numeric
@attribute mode numeric
@attribute speechiness numeric
@attribute acousticness numeric
@attribute instrumentalness numeric
@attribute liveness numeric
@attribute valence numeric
@attribute tempo numeric
@attribute duration_ms numeric
@attribute time_signature numeric
@attribute featured numeric

@data
0.16,0.878,3,-4.218,0,0.0698,0.000039,0.00146,0.281,0.307,97.11,231519,4,0
0.716,0.74,0,-4.515,1,0.0398,0.0135,0.00481,0.301,0.646,112.002,235888,4,0
0.53,0.929,5,-4.3,0,0.423,0.116,0.000005,0.275,0.671,127.089,186227,5,0
0.537,0.816,2,-5.303,1,0.0469,0.0165,0,0.0491,0.526,170.874,218813,4,0
0.597,0.44,6,-8.742,0,0.0263,0.288,0,0.123,0.533,131.836,204206,4,0
0.696,0.744,7,-2.819,0,0.192,0.152,0,0.288,0.499,179.973,259117,4,0
0.447,0.302,2,-13.536,1,0.0288,0.86,0.0572,0.0753,0.0722,82.024,373377,4,0
0.457,0.701,4,-4.087,1,0.132,0.0316,0,0.0956,0.62,97.061,216053,4,0
0.501,0.56,2,-10.938,1,0.0398,0.769,0.436,0.136,0.183,140,303905,4,0
0.619,0.475,10,-8.734,0,0.0296,0.681,0.000004,0.0908,0.537,104.893,200519,4,0
0.517,0.346,5,-10.021,1,0.0268,0.741,0.00002,0.262,0.297,182.934,209433,4,0
0.698,0.875,11,-4.665,1,0.0824,0.00557,0.000002,0.0618,0.39,115.012,198281,4,0
0.248,0.929,6,-3.808,1,0.101,0.000006,0.000023,0.339,0.15,108.638,123467,3,0
0.499,0.114,9,-14.403,0,0.0313,0.811,0.2,0.114,0.109,99.925,105600,4,0
0.799,0.777,7,-3.156,1,0.0995,0.147,0,0.126,0.83,99.023,217547,4,0
0.547,0.903,4,-3.054,1,0.0338,0.000507,0,0.121,0.592,127.969,321213,4,0
0.59,0.374,5,-9.581,0,0.0286,0.779,0.0665,0.1,0.245,65.952,219040,4,0
0.509,0.417,10,-9.632,1,0.0295,0.77,0.0946,0.0887,0.482,134.956,305001,4,0
0.551,0.626,0,-5.942,1,0.171,0.488,0,0.0893,0.295,106.606,167768,5,0
0.524,0.631,9,-7.693,0,0.458,0.14,0.000062,0.238,0.32,179.782,203875,4,0
0.738,0.614,7,-7.148,0,0.0508,0.0753,0.000005,0.124,0.385,109.978,218707,4,0
0.593,0.447,9,-11.026,0,0.0589,0.325,0,0.259,0.121,122.078,285080,4,0
0.416,0.304,1,-10.744,0,0.0386,0.141,0.000004,0.262,0.544,82.448,247137,4,0
0.289,0.451,2,-15.013,1,0.0538,0.975,0.942,0.222,0.59,131.72,55720,3,0
0.629,0.742,4,-4.774,0,0.115,0.0854,0,0.0966,0.252,108.033,189440,4,0
0.645,0.176,0,-11.634,1,0.0918,0.939,0.00108,0.116,0.356,123.416,185880,4,0
0.589,0.773,4,-6.403,1,0.0369,0.438,0.00119,0.338,0.443,132.973,157227,4,0
0.519,0.403,7,-9.39,1,0.286,0.475,0,0.127,0.614,69.794,188394,4,0
0.487,0.683,10,-5.827,0,0.0319,0.0322,0,0.0828,0.44,145.968,191427,4,0
0.365,0.662,0,-5.726,1,0.0325,0.0269,0.202,0.0794,0.0726,178.04,208315,4,0
0.521,0.476,11,-8.084,0,0.0424,0.761,0.00302,0.137,0.253,139.878,205520,4,0
0.478,0.573,11,-5.914,0,0.0307,0.0656,0.00113,0.134,0.217,136.268,208133,3,0
0.51,0.724,2,-8.07,1,0.0461,0.444,0.000001,0.147,0.445,175.878,204187,4,0
0.663,0.738,7,-5.48,1,0.0303,0.032,0.000225,0.0856,0.825,130.02,157080,4,0
0.677,0.202,7,-13.766,1,0.0306,0.346,0.088,0.105,0.323,122.056,222000,4,0
0.662,0.741,8,-5.256,1,0.0317,0.0013,0,0.566,0.532,110.032,173840,4,0
0.42,0.466,5,-8.401,0,0.327,0.0294,0.000573,0.152,0.151,167.516,230992,4,0
0.751,0.899,6,-3.247,1,0.0627,0.136,0,0.0896,0.674,124.95,219307,4,0
0.632,0.632,4,-4.745,0,0.34,0.133,0,0.118,0.0773,160.211,181210,4,0
0.584,0.938,6,-4.93,0,0.0487,0.000501,0.369,0.24,0.399,139.993,252840,4,0
0.332,0.935,9,-4.651,1,0.157,0.00196,0.676,0.423,0.0875,173.942,243200,4,0
0.656,0.56,5,-8.09,1,0.234,0.00413,0.308,0.121,0.493,79.928,189933,4,0
0.721,0.596,1,-5.821,0,0.34,0.0958,0,0.128,0.235,142.115,192914,4,0
0.381,0.87,4,-6.344,1,0.0411,0.0131,0.0047,0.331,0.325,199.995,216602,4,0
0.601,0.938,2,-3.498,1,0.0717,0.00143,0.105,0.103,0.354,123.56,193920,4,0
0.721,0.181,10,-13.574,1,0.0368,0.886,0.0509,0.0998,0.566,114.016,179067,3,0
0.614,0.884,0,-4.019,1,0.0402,0.00122,0,0.077,0.721,100.531,202853,4,0
0.747,0.533,1,-6.326,1,0.0403,0.205,0,0.119,0.38,139.937,212920,4,0
0.814,0.497,9,-7.405,0,0.0784,0.122,0,0.11,0.344,140.888,163404,4,0
0.668,0.718,1,-3.762,0,0.0308,0.0651,0.000001,0.1,0.539,140.036,192227,5,0
0.797,0.819,9,-4.351,0,0.12,0.0371,0.000034,0.0773,0.581,124.022,214987,4,0
0.746,0.404,10,-9.849,0,0.403,0.128,0.000021,0.19,0.686,142.913,187217,4,0
0.591,0.552,9,-11.048,0,0.0815,0.34,0.00741,0.107,0.115,139.946,238307,4,0
0.736,0.897,1,-3.276,1,0.0588,0.0016,0.00214,0.446,0.537,120.028,163925,4,0
0.766,0.635,3,-5.689,0,0.294,0.392,0,0.166,0.531,141.93,203296,4,0
0.502,0.256,9,-17.002,1,0.0326,0.721,0.00986,0.121,0.0716,95.269,208600,4,0
0.531,0.0747,9,-15.002,1,0.0375,0.734,0,0.708,0.285,112.836,250747,3,0
0.629,0.811,2,-4.98,0,0.046,0.0262,0.000001,0.0886,0.745,90.056,207400,4,0
0.635,0.683,0,-5.379,0,0.0323,0.0412,0,0.133,0.407,100.942,210613,4,0
0.663,0.667,1,-4.7,0,0.0496,0.0642,0.000068,0.123,0.39,114.99,208409,4,0
0.716,0.515,11,-9.651,0,0.0305,0.618,0.257,0.136,0.383,99.284,158726,4,0
0.534,0.783,1,-4.013,1,0.261,0.139,0,0.0831,0.334,69.716,208373,4,0
0.601,0.556,7,-7.945,1,0.0241,0.254,0.00459,0.237,0.624,83.044,221555,3,0
0.631,0.947,4,-2.656,0,0.0551,0.496,0.000046,0.576,0.807,136.016,244027,4,0
0.671,0.586,4,-6.719,0,0.0299,0.131,0.000005,0.155,0.316,92.967,232293,4,0
0.521,0.442,2,-7.45,1,0.0328,0.222,0.000007,0.11,0.714,80.719,172816,4,0
0.468,0.0885,11,-17.398,0,0.0401,0.948,0.311,0.147,0.159,124.389,232821,4,0
0.573,0.398,5,-9.372,0,0.114,0.52,0,0.113,0.436,124.073,216080,5,0
0.676,0.471,4,-7.167,0,0.0524,0.202,0.0451,0.15,0.0884,140.003,165216,4,0
0.716,0.516,1,-9.366,1,0.0452,0.751,0.000063,0.108,0.585,81.036,130411,4,0
0.6,0.62,1,-7.2,1,0.0335,0.0494,0.000001,0.149,0.19,115.994,232240,4,0
0.657,0.793,11,-4.542,1,0.0534,0.239,0.000219,0.294,0.317,126.865,235748,4,0
0.139,0.212,9,-18.272,1,0.0438,0.885,0.955,0.0689,0.0383,71.943,116098,4,0
0.582,0.507,4,-10.408,0,0.0338,0.508,0.2,0.145,0.454,119.273,367160,4,0
0.577,0.285,7,-8.442,1,0.0319,0.576,0.0649,0.163,0.0653,112.025,191493,3,0
0.654,0.64,11,-7.523,0,0.0415,0.812,0.0151,0.0861,0.383,148.059,249227,4,0
0.59,0.228,9,-11.724,1,0.026,0.811,0.000005,0.13,0.33,99.912,238827,3,0
0.602,0.548,2,-14.139,0,0.0501,0.698,0.856,0.109,0.477,161.241,237067,4,0
0.551,0.784,2,-6.497,1,0.084,0.119,0,0.0967,0.486,94.981,249602,4,0
0.701,0.596,2,-7.77,0,0.162,0.549,0.00001,0.0628,0.584,81.016,219760,4,0
0.557,0.364,2,-8.958,1,0.0258,0.388,0.128,0.195,0.259,105.041,250036,3,0
0.645,0.604,10,-7.588,1,0.0374,0.671,0.000615,0.28,0.298,104.967,310147,4,0
0.263,0.163,11,-11.077,1,0.0352,0.913,0.00227,0.12,0.203,89.745,218262,3,0
0.593,0.662,1,-6.318,1,0.0512,0.0173,0.00025,0.0582,0.809,156.014,252293,4,0
0.7,0.909,8,-6.461,1,0.0628,0.0884,0.000114,0.0778,0.757,93.469,210747,4,0
0.451,0.938,1,-3.336,1,0.242,0.000194,0.00273,0.0725,0.521,95.026,311887,4,0
0.61,0.893,5,-5.104,1,0.0283,0.341,0.14,0.269,0.677,142.022,218107,4,0
0.438,0.508,7,-7.485,0,0.0649,0.716,0,0.057,0.541,101.698,214587,4,0
0.886,0.893,6,-2.713,0,0.0612,0.116,0.0737,0.145,0.814,116.01,145272,4,0
0.587,0.866,9,-6.546,1,0.0348,0.0167,0.00799,0.398,0.82,106.03,178160,4,0
0.597,0.635,0,-5.889,1,0.0311,0.035,0.00553,0.127,0.196,113.032,218000,4,0
0.658,0.714,2,-7.371,0,0.332,0.431,0,0.0619,0.37,84.251,190000,4,0
0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,4,0
0.634,0.662,6,-7.543,1,0.0325,0.000479,0.00142,0.111,0.244,90.011,210933,4,0
0.598,0.358,10,-15.095,0,0.0398,0.895,0.0188,0.693,0.17,120.551,257960,4,0
0.246,0.265,5,-11.9,1,0.0348,0.817,0.395,0.1,0.139,138.232,490093,4,0
0.436,0.407,5,-12.377,0,0.163,0.189,0.000011,0.364,0.0819,82.396,250755,4,0
0.647,0.676,8,-6.025,1,0.0862,0.0909,0.0227,0.0947,0.41,164.51,193767,3,0
0.827,0.819,3,-4.302,0,0.148,0.00525,0,0.184,0.325,145.016,160644,4,0
0.455,0.289,7,-10.777,0,0.0412,0.846,0.000093,0.0921,0.0391,104.516,207968,5,0
0.222,0.17,2,-13.502,1,0.0412,0.876,0.13,0.0631,0.117,63.595,243413,4,0
0.45,0.868,2,-5.539,1,0.154,0.0881,0.000012,0.138,0.635,190.225,200520,4,0
0.613,0.105,2,-14.185,1,0.0357,0.874,0,0.188,0.242,131.217,206118,4,0
0.597,0.838,0,-3.624,1,0.0606,0.186,0,0.0454,0.727,162.023,194347,4,0
0.538,0.605,3,-5.413,1,0.119,0.0378,0,0.159,0.657,39.497,146573,4,0
0.416,0.373,7,-9.635,1,0.028,0.565,0.533,0.111,0.0823,79.985,213926,5,0
0.481,0.802,4,-5.514,1,0.0922,0.0152,0,0.134,0.603,176.431,212596,4,0
0.747,0.594,0,-7.242,0,0.0465,0.0536,0.000954,0.0816,0.389,98.031,186429,4,0
0.424,0.253,6,-10.125,1,0.0314,0.827,0.623,0.303,0.343,153.706,268953,4,0
0.613,0.321,5,-7.337,0,0.0265,0.948,0.95,0.361,0.178,128.023,101653,4,0
0.592,0.648,11,-7.616,0,0.0575,0.447,0.171,0.364,0.494,96.983,276080,4,0
0.607,0.173,11,-14.323,0,0.0361,0.567,0.000004,0.104,0.165,143.238,182791,3,0
0.478,0.596,4,-9.542,0,0.0281,0.0265,0,0.0907,0.0821,94.865,196547,4,0
0.79,0.893,8,-4.814,0,0.253,0.199,0,0.201,0.858,80.882,211852,4,0
0.729,0.338,9,-11.991,1,0.0368,0.227,0.263,0.0896,0.0743,124.008,152416,5,0
0.537,0.0707,7,-13.511,1,0.0319,0.96,0.000002,0.707,0.337,109.776,248080,4,0
0.38,0.251,1,-11.222,1,0.0314,0.56,0.0133,0.115,0.347,87.766,312600,4,0
0.608,0.723,6,-7.241,0,0.323,0.218,0,0.158,0.257,82.03,214344,4,0
0.561,0.443,8,-8.263,1,0.0241,0.504,0.0744,0.29,0.527,88.683,241813,4,0
0.669,0.538,0,-9.697,1,0.0349,0.49,0.00381,0.115,0.0827,117.965,216170,4,0
0.758,0.62,5,-7.079,0,0.0846,0.586,0.000078,0.187,0.404,156.017,177172,4,0
0.464,0.813,10,-6.185,1,0.0416,0.0153,0,0.254,0.516,75.975,222533,4,0
0.512,0.572,6,-10.573,0,0.424,0.951,0,0.13,0.256,84.129,167915,4,0
0.933,0.486,1,-7.963,1,0.0687,0.0112,0,0.101,0.417,100.006,172893,4,0
0.701,0.527,9,-10.302,0,0.0544,0.141,0.215,0.078,0.17,97.047,225453,4,0
0.526,0.808,1,-6.438,1,0.0385,0.0199,0,0.167,0.52,97.025,183679,4,0
0.575,0.791,5,-6.063,1,0.0336,0.000173,0,0.269,0.747,107.873,186227,4,0
0.467,0.987,2,-3.623,1,0.193,0.000175,0.000035,0.0572,0.131,135.083,255053,4,0
0.657,0.814,11,-16.493,0,0.937,0.81,0,0.445,0.0788,136.142,120303,3,0
0.761,0.736,2,-3.403,1,0.212,0.08,0.0272,0.145,0.273,173.947,193893,4,0
0.687,0.792,2,-5.622,1,0.228,0.0203,0,0.0717,0.774,154.083,210160,4,0
0.704,0.438,8,-9.782,0,0.176,0.246,0.000012,0.0978,0.687,149.941,206800,5,0
0.767,0.594,1,-5.257,0,0.0444,0.175,0,0.183,0.303,133.975,128955,4,0
0.517,0.314,1,-8.165,1,0.031,0.331,0.00001,0.105,0.127,107.262,196600,3,0
0.631,0.873,4,-10.954,1,0.391,0.887,0.0026,0.154,0.662,82.174,64356,5,0
0.472,0.568,7,-8.773,0,0.0736,0.607,0.128,0.0967,0.307,75.087,252725,4,0
0.539,0.585,2,-5.244,1,0.0634,0.023,0.00345,0.151,0.721,113.954,355109,4,0
0.489,0.74,7,-4.718,1,0.277,0.509,0,0.187,0.317,175.098,205693,4,0
0.851,0.632,2,-4.388,1,0.0837,0.0401,0.000005,0.0672,0.5,90.985,155627,4,0
0.586,0.67,7,-5.723,0,0.0371,0.392,0.000018,0.263,0.243,120.072,210781,4,0
0,0,0,-60,0,0,0,0,0,0,0,323000,0,0
0.746,0.539,6,-6.412,1,0.0724,0.0148,0,0.119,0.345,133.915,176360,4,0
0.723,0.822,8,-6.88,1,0.234,0.000174,0,0.135,0.456,180.013,238227,4,0
0.488,0.738,1,-6.509,1,0.0424,0.202,0.000411,0.108,0.446,193.888,165493,4,0
0.579,0.0333,0,-13.925,1,0.0387,0.935,0.000001,0.095,0.217,107.211,124840,3,0
0.339,0.286,10,-12.86,0,0.0351,0.867,0.395,0.343,0.156,130.145,209667,4,0
0.614,0.628,9,-5.812,1,0.0339,0.171,0,0.128,0.299,114.994,189107,4,0
0.58,0.719,8,-3.909,1,0.0596,0.23,0,0.0923,0.493,167.554,225173,4,0
0.563,0.652,9,-8.393,1,0.262,0.0593,0,0.178,0.382,77.015,204391,4,0
0.575,0.758,0,-6.01,1,0.0492,0.00207,0.000006,0.129,0.722,91.989,253761,4,0
0.715,0.572,7,-6.853,1,0.0745,0.0244,0,0.26,0.429,113.02,205720,4,0
0.464,0.725,10,-8.64,1,0.0601,0.0117,0.000021,0.109,0.689,108.621,199960,3,0
0.528,0.641,6,-6.348,0,0.029,0.162,0.0135,0.103,0.204,79.009,281712,4,0
0.278,0.364,0,-11.915,0,0.031,0.924,0.00423,0.127,0.0934,95.149,234173,4,0
0.748,0.838,9,-5.517,1,0.0394,0.0564,0.0218,0.0867,0.703,110.017,201818,4,0
0.866,0.685,2,-7.521,1,0.284,0.0106,0,0.0894,0.513,82.511,279320,4,0
0.256,0.0696,5,-17.035,1,0.0357,0.935,0.000112,0.075,0.194,71.866,144000,4,0
0.851,0.431,0,-10.688,1,0.0533,0.0135,0.284,0.0637,0.276,119.99,482369,4,0
0.515,0.871,9,-3.535,1,0.0565,0.000214,0.000017,0.532,0.277,128.037,203535,4,0
0.824,0.512,11,-10.834,0,0.0662,0.0243,0.147,0.0673,0.596,121.317,329450,4,0
0.535,0.54,9,-8.709,1,0.028,0.00512,0.0102,0.299,0.517,93.559,203373,4,0
0.623,0.771,2,-3.422,1,0.0505,0.0409,0,0.0755,0.619,150.115,219733,4,0
0.612,0.657,11,-6.971,0,0.0454,0.103,0.124,0.131,0.767,87.94,289973,4,0
0.597,0.524,11,-7.247,1,0.0537,0.216,0,0.112,0.0549,92.568,171333,4,0
0.19,0.205,6,-14.405,0,0.0394,0.952,0.669,0.0859,0.0445,86.74,68031,3,0
0.552,0.764,2,-5.636,0,0.094,0.00422,0,0.164,0.327,153.947,229278,4,0
0.601,0.909,10,-3.763,1,0.0784,0.0112,0.000017,0.45,0.667,138.052,226507,5,0
0.802,0.735,5,-3.695,0,0.146,0.109,0,0.142,0.233,148.056,261605,4,0
0.689,0.729,9,-6.579,0,0.079,0.476,0.462,0.111,0.453,100.036,188517,4,0
0.822,0.572,8,-7.837,1,0.0469,0.0721,0.000001,0.065,0.783,120.997,154973,4,0
0.305,0.704,4,-7.727,1,0.0394,0.00165,0.0357,0.172,0.38,169.91,228573,4,0
0.521,0.888,9,-4.3,1,0.0395,0.00649,0,0.265,0.34,142.034,177693,4,0
0.743,0.529,7,-6.187,0,0.0505,0.128,0,0.181,0.438,102.048,172933,4,0
0.651,0.457,8,-7.272,1,0.245,0.0476,0.00491,0.111,0.0531,137.971,219130,4,0
0.559,0.315,11,-11.324,1,0.0336,0.536,0.694,0.358,0.0876,123.113,134342,4,0
0.396,0.356,2,-10.632,1,0.0999,0.693,0.000003,0.645,0.22,91.73,190453,4,0
0.815,0.737,7,-4.474,0,0.0447,0.25,0.000002,0.186,0.767,105.056,196519,4,0
0.227,0.627,5,-12.87,1,0.263,0.534,0.0143,0.159,0.346,160.172,244413,4,0
0.691,0.643,4,-7.459,0,0.0373,0.0132,0.078,0.349,0.606,112.009,318800,4,0
0.577,0.825,9,-5.89,1,0.0267,0.000419,0.00186,0.0604,0.747,132.002,181227,4,0
0.875,0.664,0,-5.902,1,0.356,0.0332,0,0.106,0.16,155,198078,4,0
0.769,0.552,5,-7.457,1,0.0406,0.0855,0.00218,0.421,0.96,114.01,231365,4,0
0.666,0.409,2,-8.863,1,0.0371,0.237,0.000083,0.0737,0.227,90.016,187087,4,0
0.68,0.703,7,-6.263,1,0.16,0.288,0,0.277,0.344,95.006,253973,4,0
0.173,0.372,1,-13.323,0,0.0362,0.824,0.866,0.108,0.0356,142.925,423018,3,0
0.533,0.355,4,-10.801,0,0.0273,0.35,0.00583,0.102,0.387,139.933,256880,4,0
0.495,0.566,7,-10.152,0,0.0322,0.743,0.613,0.0724,0.153,90.957,302753,4,0
0.699,0.31,7,-8.284,1,0.0373,0.952,0,0.16,0.639,137.206,183500,4,0
0.901,0.476,7,-6.586,1,0.0698,0.102,0.000001,0.0558,0.84,119.968,182908,4,0
0.593,0.89,11,-3.209,0,0.0719,0.0106,0,0.0925,0.27,121.942,214507,4,0
0.324,0.969,11,-5.26,0,0.167,0.00106,0.000039,0.247,0.303,119.994,464520,4,0
0.63,0.436,5,-9.187,0,0.0277,0.18,0,0.113,0.326,116.232,148080,4,0
0.53,0.767,4,-4.132,0,0.046,0.174,0,0.359,0.43,143.972,187787,4,0
0.674,0.528,10,-7.953,0,0.0438,0.737,0.000128,0.098,0.568,114.017,168787,4,0
0.439,0.191,0,-10.943,0,0.0313,0.911,0.00123,0.0937,0.11,114.122,208587,4,0
0.691,0.271,6,-7.583,1,0.0335,0.892,0,0.109,0.548,89.99,182587,4,0
0.579,0.4,9,-10.396,1,0.146,0.154,0,0.618,0.212,56.177,219373,3,0
0.539,0.651,1,-5.304,1,0.0432,0.0651,0,0.0662,0.474,105.159,199227,4,0
0.726,0.667,2,-6.258,1,0.0454,0.357,0,0.0591,0.643,129.019,208320,4,0
0.491,0.289,2,-9.359,1,0.0313,0.444,0.00632,0.116,0.33,135.684,192773,4,0
0.395,0.343,7,-14.257,0,0.0358,0.931,0.000806,0.562,0.206,114.578,253373,4,0
0.844,0.488,4,-7.834,0,0.255,0.0572,0,0.209,0.298,102.01,222573,4,0
0.613,0.586,0,-9.701,1,0.0382,0.0179,0.0331,0.0949,0.608,90.011,329778,4,0
0.736,0.6,9,-5.635,1,0.0689,0.0439,0,0.0543,0.534,92.914,196129,4,0
0.31,0.471,11,-9.108,0,0.0294,0.854,0.0641,0.0884,0.0632,95.061,282328,4,0
0.417,0.634,2,-8.248,0,0.452,0.33,0,0.0316,0.28,88.993,214853,4,0
0.649,0.701,11,-7.517,0,0.0305,0.241,0,0.114,0.422,90.968,205836,4,0
0.863,0.109,5,-12.123,1,0.0615,0.532,0,0.136,0.207,86.964,229680,4,0
0.464,0.541,2,-7.294,1,0.0442,0.0352,0,0.332,0.262,147.937,235333,4,0
0.538,0.751,7,-5.472,1,0.0343,0.0506,0.000095,0.1,0.51,143.964,201832,4,0
0.52,0.566,2,-6.364,1,0.0631,0.02,0.000325,0.275,0.515,110.006,230893,4,0
0.846,0.452,2,-5.087,1,0.0786,0.196,0,0.0554,0.52,145.952,131493,4,0
0.561,0.822,4,-9.486,1,0.0328,0.0149,0.799,0.0766,0.74,130.025,303187,4,0
0.704,0.528,2,-5.821,1,0.0428,0.377,0,0.093,0.863,139.958,179396,4,0
0.648,0.71,10,-7.853,0,0.039,0.137,0.0294,0.0417,0.408,127.965,221240,4,0
0.707,0.741,0,-4.822,1,0.107,0.106,0,0.0708,0.689,159.924,190549,4,0
0.432,0.957,1,-4.231,0,0.0495,0.000028,0.00577,0.0528,0.258,95.065,211996,4,0
0.657,0.588,11,-8.174,0,0.0559,0.0815,0.000246,0.0779,0.512,176.082,227516,4,0
0.543,0.564,1,-7.639,1,0.175,0.136,0,0.409,0.309,142.006,304720,4,0
0.56,0.959,6,-5.493,1,0.0652,0.245,0.652,0.531,0.618,103.006,299685,4,0
0.6,0.447,7,-6.549,1,0.029,0.692,0.000002,0.386,0.475,126.038,258720,4,0
0.792,0.768,4,-5.074,0,0.107,0.046,0.000003,0.067,0.295,89.917,158005,4,0
0.595,0.761,9,-5.119,1,0.0396,0.0117,0.000358,0.14,0.618,112.244,226827,4,0
0.39,0.202,11,-12.407,1,0.0424,0.904,0.000039,0.161,0.429,137.589,159973,3,0
0.547,0.644,5,-8.992,0,0.0322,0.0368,0.184,0.236,0.266,129.638,230232,4,0
0.545,0.606,4,-10.982,0,0.32,0.763,0.000004,0.0825,0.145,91.686,200205,4,0
0.801,0.895,10,-2.769,1,0.0447,0.042,0,0.048,0.79,133.988,209657,4,0
0.829,0.362,0,-11.546,0,0.231,0.0608,0,0.135,0.369,122.912,189093,4,0
0.767,0.508,6,-5.016,0,0.0457,0.398,0,0.136,0.687,95.97,194120,3,0
0.672,0.827,5,-4.988,0,0.0677,0.04,0.00858,0.0848,0.828,157.969,172479,4,0
0.599,0.462,2,-8.302,1,0.0268,0.0202,0.000002,0.106,0.17,114.009,316227,4,0
0.506,0.231,11,-11.522,1,0.0382,0.929,0.000413,0.351,0.397,119.067,201880,5,0
0.537,0.681,2,-6.35,1,0.0507,0.144,0,0.116,0.104,90.018,203973,4,0
0.656,0.649,7,-8.202,1,0.0389,0.124,0.909,0.0955,0.645,130.935,166640,4,0
0.652,0.473,6,-9.381,0,0.0268,0.422,0.00412,0.088,0.419,141.953,285600,4,0
0.528,0.484,4,-11.298,0,0.144,0.495,0,0.112,0.0794,81.244,284495,4,0
0.53,0.262,10,-11.663,0,0.329,0.132,0.00301,0.384,0.468,62.469,47881,4,0
0.807,0.779,9,-5.97,0,0.105,0.254,0.000004,0.084,0.693,109.89,195680,4,0
0.703,0.633,11,-8.345,0,0.181,0.0293,0.000014,0.107,0.534,110.076,235635,4,0
0.362,0.974,0,-4.792,1,0.0643,0.000002,0.00063,0.808,0.383,160.843,182307,4,0
0.443,0.654,2,-6.431,1,0.0274,0.297,0.000746,0.595,0.441,64.65,245213,3,0
0.377,0.496,6,-12.83,0,0.0471,0.822,0.754,0.35,0.0686,106.146,321764,4,0
0.746,0.557,6,-6.58,1,0.0346,0.12,0,0.132,0.38,97.027,201160,4,0
0.478,0.326,3,-10.992,1,0.0693,0.47,0.000218,0.323,0.34,137.029,314653,4,0
0.305,0.138,9,-13.657,1,0.0367,0.799,0,0.0517,0.258,84.715,105000,4,0
0.773,0.53,9,-10.193,0,0.0524,0.0442,0.000016,0.0959,0.293,109.023,217850,4,0
0.818,0.628,8,-5.677,1,0.12,0.0313,0.00426,0.445,0.24,127.922,262997,4,0
0.271,0.474,0,-9.718,1,0.0498,0.317,0.000489,0.097,0.362,177.907,481590,4,0
0.485,0.689,3,-7.018,1,0.0321,0.000415,0.000006,0.132,0.699,145.928,196840,4,0
0.69,0.729,6,-5.08,0,0.372,0.276,0.000051,0.106,0.478,128.96,191600,5,0
0.893,0.422,8,-8.513,1,0.411,0.037,0.000007,0.095,0.438,148.086,195657,4,0
0.702,0.641,11,-6.727,0,0.2,0.357,0,0.0965,0.786,129.971,244200,4,0
0.589,0.524,1,-7.707,1,0.0251,0.425,0.000252,0.129,0.441,135.062,220760,4,0
0.776,0.474,0,-7.26,0,0.035,0.42,0.000172,0.104,0.673,109.944,177109,4,0
0.549,0.769,0,-5.953,1,0.0437,0.296,0.00121,0.112,0.538,97.033,165880,4,0
0.262,0.682,4,-4.903,1,0.035,0.162,0.0283,0.228,0.228,186.041,234413,3,0
0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977,251015,4,0
0.703,0.67,2,-6.456,1,0.194,0.169,0,0.33,0.194,89.074,157910,4,0
0.609,0.628,3,-6.506,1,0.0373,0.0861,0.00008,0.175,0.576,113.988,163200,4,0
0.712,0.571,4,-8.81,0,0.281,0.457,0.00133,0.227,0.653,105.874,157839,4,0
0.618,0.911,9,-3.323,1,0.05,0.216,0,0.132,0.501,102.956,200280,4,0
0.525,0.153,2,-11.455,1,0.0361,0.94,0.000025,0.112,0.268,107.109,183520,3,0
0.638,0.433,3,-8.093,1,0.0483,0.867,0.000408,0.101,0.16,104.801,211827,4,0
0.725,0.646,7,-5.964,1,0.0607,0.179,0.145,0.397,0.335,112.133,222907,4,0
0.578,0.215,8,-7.773,1,0.0321,0.461,0.000046,0.0987,0.099,76.737,215858,4,0
0.562,0.903,9,-5.15,1,0.0432,0.000493,0.0563,0.348,0.832,116.006,229253,4,0
0.456,0.34,0,-10.869,1,0.0298,0.606,0.000724,0.121,0.2,79.937,270572,4,0
0.833,0.63,11,-6.602,1,0.251,0.0133,0.00275,0.302,0.323,125.899,212923,4,0
0.611,0.878,9,-5.642,1,0.0763,0.0164,0,0.237,0.531,98.017,245760,4,0
0.724,0.33,9,-10.785,1,0.0267,0.589,0.00023,0.111,0.306,97.983,192699,4,0
0.427,0.761,5,-7.255,1,0.059,0.108,0.00095,0.369,0.751,102.007,311467,4,0
0.357,0.738,5,-5.888,1,0.0852,0.0727,0,0.138,0.681,155.797,213133,4,0
0.647,0.609,9,-5.02,0,0.16,0.287,0.000282,0.837,0.291,163.957,121171,4,0
0.763,0.456,6,-9.858,1,0.179,0.451,0,0.134,0.334,129.98,208173,4,0
0.789,0.688,1,-7.029,1,0.049,0.0335,0.0633,0.0803,0.514,122.957,226302,4,0
0.773,0.649,10,-8.167,0,0.0529,0.000822,0.868,0.0396,0.559,119.197,362613,3,0
0.222,0.144,6,-19.982,0,0.045,0.995,0.804,0.136,0.0359,89.906,186998,3,0
0.718,0.47,4,-8.989,1,0.0594,0.368,0.929,0.085,0.0603,83.009,60200,4,0
0.662,0.784,2,-7.164,1,0.052,0.0113,0,0.715,0.107,98.729,258746,5,0
0.542,0.654,5,-5.455,1,0.0311,0.444,0,0.117,0.339,78.012,220733,4,0
0.5,0.165,1,-12.749,0,0.0328,0.742,0.000103,0.105,0.182,104.316,220173,3,0
